object_probs,left,top,right,bottom
truck 0.90201,530,557,913,714
motorbike 0.84101,56,378,97,442
motorbike 0.80190,178,328,206,371
motorbike 0.73387,311,305,331,340
motorbike 0.70372,223,372,255,413
motorbike 0.57504,32,488,79,581
car 0.91443,511,234,551,261
car 0.72549,550,211,584,237
car 0.72422,1,286,27,325
car 0.53344,814,211,907,241
person 0.83490,273,253,290,281
person 0.79953,243,287,268,326
person 0.76306,309,293,330,331
person 0.75305,223,344,262,406
person 0.58300,179,313,204,349
person 0.51331,301,266,317,298
