object_probs,left,top,right,bottom
motorbike 0.79960,203,373,232,410
motorbike 0.72610,286,350,311,385
person 0.84264 motorbike 0.60163,331,283,353,323
motorbike 0.56999,74,453,120,530
car 0.92487,510,235,548,260
car 0.83850,547,209,584,237
car 0.56674,595,211,636,235
person 0.86258,202,339,235,401
person 0.84786,263,275,283,309
person 0.80947,751,528,808,627
person 0.79341,286,328,311,371
person 0.71901,187,252,216,286
person 0.71646,71,437,115,509
person 0.70955,309,257,326,285
person 0.61699,356,249,377,279
