object_probs,left,top,right,bottom
motorbike 0.95587,754,387,813,437
motorbike 0.93381,189,329,258,375
motorbike 0.91179,969,414,1070,484
motorbike 0.82717,552,307,575,340
motorbike 0.79269,637,373,670,412
person 0.56311,551,290,574,332
motorbike 0.74258,605,306,629,339
motorbike 0.73704,577,267,603,300
motorbike 0.68144,688,340,728,402
motorbike 0.66130,640,290,660,320
car 0.75752,592,222,637,252
car 0.58570,490,251,543,310
person 0.93366,760,358,807,426
person 0.88883,630,341,668,402
person 0.66934,200,313,226,347
person 0.60150,578,252,602,287
person 0.56108,619,339,647,366
person 0.54066,636,339,662,369
