object_probs,left,top,right,bottom
motorbike 0.95604,893,424,980,484
motorbike 0.94140,621,326,649,366
motorbike 0.93358,776,384,848,442
motorbike 0.90542,26,346,104,394
motorbike 0.88425,558,329,581,365
motorbike 0.67971,556,311,582,348
motorbike 0.67686,579,269,603,307
motorbike 0.63873,698,399,760,457
car 0.82719,592,227,630,253
car 0.74304,484,261,545,325
person 0.73044,791,352,837,429
person 0.69986,920,394,963,464
person 0.65452,713,374,755,443
person 0.64314,629,297,650,324
person 0.60079,718,372,747,409
person 0.57684,624,310,651,347
person 0.54521,45,327,73,367
