object_probs,left,top,right,bottom
traffic light 0.61914,417,171,434,195
truck 0.58219,469,297,553,411
motorbike 0.94486,788,434,882,509
motorbike 0.82794,602,291,633,329
motorbike 0.81712,660,366,689,404
motorbike 0.69643,1005,429,1079,517
motorbike 0.63061,650,342,690,400
motorbike 0.58962,361,312,403,349
motorbike 0.55644,158,269,195,299
car 0.74768,478,316,549,397
car 0.59800,573,233,620,261
person 0.66075,818,403,861,495
person 0.60719,1022,422,1078,516
person 0.58075,649,322,687,377
person 0.53843,161,256,189,288
