object_probs,left,top,right,bottom
motorbike 0.91393,288,290,310,320
motorbike 0.85859,313,288,341,327
person 0.79699 motorbike 0.78545,242,292,265,326
motorbike 0.78146,166,308,194,343
motorbike 0.77211,199,330,223,366
motorbike 0.75844,94,360,137,415
motorbike 0.74944,244,312,265,334
motorbike 0.67808,56,483,123,545
motorbike 0.66948,8,419,47,485
motorbike 0.65237,168,377,208,437
motorbike 0.53327,45,458,117,522
car 0.89533,510,237,548,261
car 0.85308,550,210,583,237
car 0.85028,329,640,567,719
person 0.94458,285,272,308,310
person 0.86478,46,416,85,465
person 0.81843,65,448,119,535
person 0.81730,166,361,204,426
person 0.67559,200,316,223,350
person 0.62885,93,350,134,405
person 0.55705,167,294,193,331
