object_probs,left,top,right,bottom
motorbike 0.92051,253,292,274,324
motorbike 0.71958,295,291,314,315
motorbike 0.68062,327,289,351,323
motorbike 0.66238,121,372,154,405
motorbike 0.62525,25,402,70,465
motorbike 0.55848,187,361,223,419
car 0.90692,510,236,549,262
car 0.88359,388,625,632,719
car 0.79160,548,210,584,238
car 0.58909,811,213,910,243
person 0.96106,293,270,316,308
person 0.94707,89,432,139,510
person 0.84789,115,344,154,401
person 0.79605,181,290,206,329
person 0.71924,74,401,110,454
person 0.70242,326,271,350,307
person 0.69332,214,313,235,349
