object_probs,left,top,right,bottom
traffic light 0.58043,417,172,434,194
motorbike 0.91504,872,405,959,467
motorbike 0.78112,765,418,843,484
motorbike 0.76572,571,348,599,388
motorbike 0.73244,642,340,682,391
motorbike 0.54574,582,292,603,323
motorbike 0.54555,1028,436,1079,511
person 0.67692 motorbike 0.50907,580,313,601,344
car 0.76120,481,268,538,334
car 0.72788,590,227,629,258
person 0.81132,883,377,934,451
person 0.72058,796,401,836,466
person 0.57344,645,313,674,344
person 0.52098,642,320,682,379
