object_probs,left,top,right,bottom
truck 0.74808,648,533,1061,716
motorbike 0.93888,154,460,202,530
motorbike 0.91177,250,349,281,389
motorbike 0.88724,211,308,236,346
motorbike 0.81557,336,289,357,321
motorbike 0.79787,112,344,152,402
person 0.53166 motorbike 0.72475,298,249,313,274
motorbike 0.72003,85,456,132,528
motorbike 0.57543,268,312,302,345
motorbike 0.56974,34,286,76,323
car 0.89601,512,237,548,262
car 0.62955,546,208,585,238
car 0.54338,812,212,911,244
person 0.92734,153,423,197,495
person 0.88194,84,425,132,495
person 0.76127,252,327,279,371
person 0.70242,268,291,302,327
person 0.59798,326,253,343,280
person 0.54057,271,273,296,303
