object_probs,left,top,right,bottom
motorbike 0.96825,780,403,852,465
motorbike 0.96219,966,416,1060,490
motorbike 0.93673,702,355,744,410
motorbike 0.88764,273,248,299,274
motorbike 0.88327,583,307,611,351
motorbike 0.76631,633,329,659,372
motorbike 0.75017,336,340,402,392
motorbike 0.72950,179,342,247,383
motorbike 0.53135,624,294,645,322
car 0.95941,495,349,638,459
car 0.76488,561,232,612,293
person 0.95098,790,371,843,454
person 0.78386,189,318,236,371
person 0.78323,342,321,383,386
person 0.72780,987,394,1035,477
person 0.52972,198,317,229,351
