object_probs,left,top,right,bottom
motorbike 0.95022,994,414,1076,483
motorbike 0.93016,763,387,830,443
motorbike 0.91999,554,309,577,342
motorbike 0.87965,605,306,628,341
motorbike 0.82259,170,331,239,376
motorbike 0.81361,636,363,678,416
motorbike 0.69890,640,294,659,322
motorbike 0.69489,578,269,603,300
motorbike 0.68194,618,350,645,386
motorbike 0.67383,696,356,740,410
motorbike 0.59013,553,292,575,327
car 0.83369,593,223,636,252
car 0.62948,489,250,545,312
person 0.80636,779,359,822,427
person 0.80032,181,316,208,348
person 0.72844,1019,397,1070,472
person 0.70842,634,344,675,403
person 0.69926,697,337,739,402
