object_probs,left,top,right,bottom
truck 0.50250,814,538,1072,712
motorbike 0.91086,289,329,312,359
motorbike 0.89831,226,396,263,459
motorbike 0.79451,142,398,182,462
motorbike 0.72086,186,325,212,367
motorbike 0.69929,257,285,277,317
motorbike 0.62841,312,289,338,318
motorbike 0.60078,1,286,48,325
motorbike 0.55639,459,648,555,719
car 0.87615,511,235,550,261
car 0.56159,549,210,584,238
person 0.93808,142,383,179,448
person 0.91266,287,309,312,350
person 0.90136,225,374,263,447
person 0.88893,312,268,339,306
person 0.81290,256,273,278,309
person 0.71990,184,312,210,352
person 0.59448,368,255,388,285
person 0.50195,477,607,552,685
