object_probs,left,top,right,bottom
motorbike 0.92885,558,284,581,321
motorbike 0.90169,829,381,904,442
motorbike 0.83071,580,345,614,387
motorbike 0.73772,682,356,721,408
motorbike 0.71183,301,307,359,355
motorbike 0.69010,603,285,623,321
motorbike 0.62220,579,253,600,282
person 0.61113,558,273,581,308
person 0.82310 motorbike 0.50309,581,319,617,379
car 0.81526,593,216,635,245
car 0.70551,497,239,550,297
person 0.76379,681,321,720,387
person 0.72930,303,302,351,354
person 0.62338,649,302,687,366
person 0.58154,841,366,893,427
person 0.55895,602,271,622,309
