object_probs,left,top,right,bottom
motorbike 0.83512,48,463,98,523
motorbike 0.83144,116,392,155,429
motorbike 0.76458,186,347,209,380
motorbike 0.76235,244,332,279,370
person 0.58322 motorbike 0.76219,184,330,210,370
motorbike 0.73132,99,351,128,389
motorbike 0.51163,1,417,32,487
car 0.91586,511,237,548,262
car 0.87711,549,210,582,237
car 0.56350,597,210,639,235
person 0.94442,49,422,98,497
person 0.78343,117,362,156,419
person 0.74239,185,318,206,347
person 0.72556,248,312,274,346
person 0.70021,99,330,129,368
person 0.55033,231,308,255,347
person 0.54469,232,295,254,322
person 0.53192,371,248,385,276
