object_probs,left,top,right,bottom
truck 0.64049,0,381,76,514
motorbike 0.90691,287,311,308,336
person 0.56240 motorbike 0.82351,356,269,380,305
motorbike 0.58940,231,350,258,387
motorbike 0.55783,253,250,280,276
motorbike 0.51417,67,549,131,605
car 0.91387,511,234,549,261
car 0.85728,547,210,585,238
car 0.65125,592,223,640,271
car 0.55501,455,191,488,216
person 0.96294,282,290,308,326
person 0.89836,64,488,121,584
person 0.86258,106,405,149,460
person 0.69403,232,323,269,385
person 0.60092,371,232,387,263
person 0.58275,231,329,257,369
