object_probs,left,top,right,bottom
motorbike 0.89182,303,307,329,343
motorbike 0.82534,166,380,202,438
person 0.73059 motorbike 0.80584,273,272,296,302
motorbike 0.78369,543,625,646,699
motorbike 0.69344,213,307,237,345
motorbike 0.63338,36,285,77,321
motorbike 0.60633,252,383,280,429
motorbike 0.59387,330,274,355,300
motorbike 0.51794,1,492,62,618
motorbike 0.51782,250,357,285,420
car 0.90629,510,237,550,261
car 0.85134,550,210,583,237
car 0.60796,596,210,638,234
car 0.55032,595,231,635,263
person 0.88874,166,365,200,425
person 0.87613,248,347,284,407
person 0.77629,304,294,330,327
person 0.68514,328,256,352,284
person 0.61572,586,573,641,665
person 0.60628,373,238,385,259
