object_probs,left,top,right,bottom
motorbike 0.89483,273,290,297,325
motorbike 0.86967,232,310,253,342
motorbike 0.77768,71,380,118,436
motorbike 0.72502,305,312,327,337
motorbike 0.64673,143,400,184,455
person 0.63673 motorbike 0.56944,185,327,209,369
motorbike 0.51381,157,309,184,347
motorbike 0.50772,183,352,209,382
car 0.86876,550,211,583,237
car 0.85139,510,237,548,260
person 0.96469,70,362,116,422
person 0.94962,143,375,184,445
person 0.84144,303,289,327,326
person 0.81060,12,431,54,514
person 0.79973,46,470,98,556
person 0.78360,275,276,295,308
person 0.60818,233,292,255,328
