object_probs,left,top,right,bottom
motorbike 0.93369,213,445,258,499
motorbike 0.74889,120,423,165,482
motorbike 0.69253,52,415,91,478
motorbike 0.65143,311,292,332,314
person 0.67392 motorbike 0.53232,355,244,372,275
car 0.85935,120,326,220,405
car 0.62519,813,212,910,240
person 0.98001,214,400,259,471
person 0.95323,308,269,333,308
person 0.92087,240,281,263,326
person 0.91465,121,402,164,462
person 0.87004,554,233,570,265
person 0.86160,609,200,621,221
person 0.69769,626,233,641,261
person 0.69720,607,249,620,275
person 0.67532,645,232,660,263
person 0.56421,589,233,605,259
