object_probs,left,top,right,bottom
traffic light 0.55192,415,171,433,194
motorbike 0.96992,921,417,1000,494
motorbike 0.95808,749,406,818,463
motorbike 0.77774,244,319,303,365
motorbike 0.71585,667,330,698,371
motorbike 0.56752,717,361,761,407
motorbike 0.54795,630,285,652,324
motorbike 0.54062,623,267,647,306
car 0.84407,958,481,1079,611
car 0.78728,550,300,610,348
person 0.71109,621,251,644,285
person 0.60501,252,306,302,356
person 0.58704,757,376,805,446
person 0.56571,649,229,671,264
person 0.54899,265,310,298,344
