object_probs,left,top,right,bottom
motorbike 0.89119,263,289,284,319
motorbike 0.83236,203,370,236,414
motorbike 0.80510,43,399,90,459
motorbike 0.78519,334,289,357,316
person 0.65447 motorbike 0.77840,189,288,218,328
motorbike 0.73976,106,437,156,506
person 0.56097 motorbike 0.70026,223,309,245,346
car 0.91775,510,236,549,262
car 0.79030,398,621,659,719
car 0.78435,549,212,584,239
person 0.97722,104,413,155,495
person 0.84447,201,341,237,405
person 0.82779,92,386,131,441
person 0.80560,262,273,284,306
person 0.78690,129,338,169,396
person 0.77887,301,268,325,307
person 0.77429,335,271,359,306
person 0.76436,45,379,88,449
