object_probs,left,top,right,bottom
motorbike 0.91336,250,286,270,321
motorbike 0.83121,135,398,179,463
motorbike 0.83011,226,422,266,480
person 0.86237 motorbike 0.80720,315,268,338,303
motorbike 0.67840,18,378,55,437
motorbike 0.61482,61,399,100,463
car 0.81467,129,327,227,401
car 0.53252,812,212,910,242
person 0.91230,250,273,270,312
person 0.90598,136,384,178,448
person 0.83343,226,396,267,463
person 0.80217,554,232,571,264
person 0.68844,607,249,620,275
person 0.67715,645,232,660,264
person 0.66884,608,200,621,220
person 0.63128,625,234,642,261
person 0.53996,602,236,617,259
person 0.53909,358,238,375,264
person 0.50894,589,232,605,258
person 0.50793,625,248,638,277
