object_probs,left,top,right,bottom
motorbike 0.92381,935,434,1035,499
motorbike 0.90899,807,402,886,454
motorbike 0.87783,560,330,585,366
motorbike 0.84470,721,401,790,462
motorbike 0.80149,626,319,665,378
motorbike 0.73755,581,289,603,319
motorbike 0.73420,3,343,65,395
person 0.72249 motorbike 0.59378,560,313,588,345
motorbike 0.52316,626,332,652,368
motorbike 0.50134,636,309,666,343
car 0.86712,591,223,632,256
car 0.82668,483,261,545,326
person 0.82746,737,384,780,450
person 0.79890,817,373,865,443
person 0.74038,965,405,1007,464
person 0.53675,628,303,666,357
person 0.52746,208,257,238,286
