object_probs,left,top,right,bottom
motorbike 0.95892,801,387,870,437
motorbike 0.82542,574,328,603,370
motorbike 0.81050,560,270,583,309
motorbike 0.79888,576,344,601,383
motorbike 0.77008,663,338,703,393
motorbike 0.76730,600,272,622,308
motorbike 0.60962,326,304,385,350
motorbike 0.59443,647,324,668,362
person 0.55428,572,317,608,374
motorbike 0.53307,4,290,48,324
car 0.90221,499,241,552,294
car 0.85623,593,216,641,247
car 0.57321,457,192,485,216
person 0.83958,577,315,608,346
person 0.81137,815,357,863,422
person 0.71304,660,320,701,383
person 0.52164,647,315,668,350
