object_probs,left,top,right,bottom
motorbike 0.95218,828,407,905,462
motorbike 0.94704,552,309,578,347
motorbike 0.94673,96,344,173,388
motorbike 0.86357,732,363,791,422
motorbike 0.86278,670,379,716,436
motorbike 0.69130,612,308,638,349
motorbike 0.67178,578,271,602,304
motorbike 0.55831,162,267,193,297
motorbike 0.51537,643,294,660,326
car 0.85302,594,225,634,253
car 0.61389,487,252,544,318
person 0.80601,555,291,579,327
person 0.78583,672,359,713,428
person 0.76867,843,380,889,447
person 0.56534,110,321,147,380
