object_probs,left,top,right,bottom
motorbike 0.95677,100,443,154,502
motorbike 0.92082,196,465,243,524
motorbike 0.79161,229,312,249,334
motorbike 0.71416,297,290,322,319
motorbike 0.51752,1,412,28,457
car 0.83489,103,331,215,416
car 0.64182,815,212,910,240
person 0.98199,226,288,250,327
person 0.97534,195,418,243,491
person 0.92350,103,404,151,473
person 0.91110,555,233,570,266
person 0.88652,37,405,78,471
person 0.85753,345,244,366,282
person 0.75854,607,250,620,276
person 0.74762,610,201,621,220
person 0.71981,626,234,642,262
person 0.68989,301,273,325,312
person 0.67727,644,231,660,264
person 0.60848,589,233,605,260
person 0.52208,625,248,638,277
person 0.50324,1,380,34,448
