object_probs,left,top,right,bottom
motorbike 0.95781,959,415,1057,481
motorbike 0.94412,746,385,804,435
motorbike 0.87252,196,330,262,374
motorbike 0.81047,551,288,574,333
motorbike 0.79582,603,295,627,331
motorbike 0.67178,577,268,605,299
motorbike 0.66992,684,341,725,396
motorbike 0.65561,641,291,660,319
motorbike 0.57292,633,372,664,412
car 0.76968,591,222,638,253
car 0.55436,457,189,487,215
car 0.51247,491,244,556,301
person 0.85835,755,357,799,428
person 0.78185,626,341,664,400
person 0.77535,208,311,236,345
person 0.73805,765,355,796,393
person 0.69224,982,389,1033,466
person 0.56755,619,338,649,365
