object_probs,left,top,right,bottom
truck 0.86192,587,545,989,717
motorbike 0.80040,53,473,104,556
motorbike 0.73384,81,363,120,425
motorbike 0.72131,112,496,164,571
motorbike 0.63396,185,309,222,359
motorbike 0.56379,6,290,53,326
motorbike 0.55636,234,366,267,406
motorbike 0.54902,248,313,282,345
car 0.88036,512,235,552,261
car 0.60447,548,209,584,238
car 0.57247,811,212,912,243
person 0.85727,110,456,159,539
person 0.84825,315,291,343,329
person 0.74305,287,251,304,280
person 0.66868,55,454,102,537
person 0.64203,252,289,281,322
person 0.60179,311,256,328,282
