object_probs,left,top,right,bottom
truck 0.50587,593,223,640,271
motorbike 0.92307,184,438,225,503
motorbike 0.91565,105,439,156,505
person 0.67782 motorbike 0.77589,229,294,252,327
motorbike 0.72330,139,337,175,395
person 0.73138 motorbike 0.70725,266,326,291,369
motorbike 0.69120,267,348,291,378
motorbike 0.53653,352,288,371,314
car 0.91306,510,237,547,261
car 0.76694,548,210,583,237
person 0.95562,181,400,223,473
person 0.90459,105,410,156,493
person 0.80348,350,271,371,308
person 0.77995,266,318,290,349
person 0.66466,348,669,422,719
person 0.66310,289,271,311,308
person 0.61858,311,239,328,263
person 0.56026,141,334,169,370
person 0.53637,290,288,315,326
