object_probs,left,top,right,bottom
motorbike 0.74728,161,325,189,368
motorbike 0.73959,258,329,287,362
person 0.92939 motorbike 0.65798,557,230,572,260
person 0.93384 motorbike 0.64408,310,267,331,305
motorbike 0.60800,353,269,376,296
car 0.94076,41,362,174,464
person 0.89739,353,252,378,292
person 0.84475,259,309,288,351
person 0.82441,160,315,187,354
person 0.77835,10,476,58,557
person 0.73946,85,534,137,625
person 0.69844,645,233,660,264
person 0.69767,612,200,623,218
person 0.67296,625,235,642,262
person 0.57417,607,250,621,274
person 0.53359,601,236,619,257
