object_probs,left,top,right,bottom
motorbike 0.82118,96,360,137,418
motorbike 0.79625,247,347,273,383
motorbike 0.74846,225,288,247,315
motorbike 0.72108,155,397,198,464
person 0.89674 motorbike 0.71094,289,272,306,302
motorbike 0.60184,179,328,209,367
person 0.79804 motorbike 0.58257,255,288,276,323
car 0.90695,509,235,549,262
car 0.84669,549,212,583,238
car 0.54945,593,222,639,272
car 0.52422,597,210,638,234
person 0.94439,223,273,246,308
person 0.85239,155,377,196,452
person 0.77967,174,320,208,375
person 0.76705,325,253,344,290
person 0.69056,248,329,272,367
person 0.68590,98,351,125,388
person 0.67855,154,359,192,415
person 0.56642,95,347,134,405
