object_probs,left,top,right,bottom
motorbike 0.86130,225,355,256,393
motorbike 0.82030,294,352,321,382
motorbike 0.74890,126,375,155,407
motorbike 0.73161,43,376,90,438
motorbike 0.72834,0,375,30,440
person 0.58982 motorbike 0.55998,364,246,378,273
motorbike 0.55897,94,349,124,384
car 0.63265,815,212,908,240
car 0.63232,203,303,279,347
car 0.54278,225,269,282,297
person 0.95349,45,367,89,424
person 0.91637,309,256,325,286
person 0.76324,624,233,641,261
person 0.72502,549,235,567,268
person 0.71257,606,248,619,276
person 0.70323,643,232,661,263
person 0.65048,292,320,326,376
person 0.63633,120,343,155,398
person 0.58224,226,331,255,367
person 0.53477,603,198,619,219
