object_probs,left,top,right,bottom
motorbike 0.92130,559,332,583,366
motorbike 0.90811,925,434,1020,499
motorbike 0.85253,799,401,875,451
motorbike 0.84787,720,406,783,463
motorbike 0.80034,625,330,655,368
motorbike 0.75919,2,342,73,395
motorbike 0.70967,582,289,602,320
motorbike 0.68265,638,310,664,341
car 0.75963,592,224,631,255
car 0.74758,483,261,545,325
person 0.79413,734,378,774,444
person 0.78724,560,312,586,346
person 0.78597,812,373,862,442
person 0.72797,206,257,230,285
person 0.54587,950,402,993,464
