object_probs,left,top,right,bottom
person 0.75899 motorbike 0.89005,308,266,330,304
motorbike 0.80626,202,285,228,324
motorbike 0.79628,56,381,101,445
motorbike 0.76110,270,288,289,316
person 0.75124 motorbike 0.72876,344,267,367,306
person 0.58098 motorbike 0.72155,216,339,250,401
person 0.56052 motorbike 0.68489,234,306,256,344
motorbike 0.63311,123,444,172,500
person 0.89330 motorbike 0.61549,268,272,289,307
motorbike 0.60439,142,336,182,391
car 0.91297,509,235,551,262
car 0.79920,446,607,693,719
car 0.78737,548,211,584,239
person 0.85425,122,412,172,492
person 0.73171,114,376,152,424
person 0.71528,141,329,180,384
person 0.61717,201,275,226,308
person 0.55695,60,370,86,410
