object_probs,left,top,right,bottom
truck 0.52878,593,223,640,272
motorbike 0.94904,227,311,248,344
motorbike 0.87027,133,398,177,459
motorbike 0.80054,295,308,320,342
motorbike 0.75069,61,381,108,441
person 0.81153 motorbike 0.62300,268,287,293,329
motorbike 0.50052,177,351,202,386
car 0.85950,511,237,549,260
car 0.81462,550,211,584,238
person 0.89888,133,377,175,449
person 0.80480,145,308,174,349
person 0.71527,8,477,90,557
person 0.71180,227,295,250,324
person 0.69381,57,365,100,425
person 0.69328,295,290,320,327
person 0.54037,0,437,47,509
