object_probs,left,top,right,bottom
motorbike 0.96369,37,347,113,392
motorbike 0.94038,883,422,971,482
motorbike 0.93618,765,388,838,439
motorbike 0.92573,619,326,646,366
motorbike 0.89956,558,329,580,363
motorbike 0.79782,555,312,581,348
motorbike 0.71165,681,381,752,442
motorbike 0.67600,578,269,603,307
motorbike 0.53117,181,267,218,294
car 0.81373,484,262,545,323
car 0.73958,593,227,631,254
person 0.84522,777,353,824,423
person 0.73478,47,325,92,385
person 0.62321,697,375,746,443
person 0.56326,56,328,84,368
person 0.56028,629,295,650,326
person 0.54383,622,311,646,348
person 0.50179,561,296,581,325
