object_probs,left,top,right,bottom
motorbike 0.97007,157,382,247,438
motorbike 0.83199,351,231,367,251
motorbike 0.80968,814,397,894,457
motorbike 0.75175,617,350,646,393
motorbike 0.70779,716,362,758,418
motorbike 0.68631,645,312,670,347
motorbike 0.61573,2,366,22,404
car 0.99793,607,393,813,531
car 0.92385,551,262,608,317
person 0.87632,175,356,218,426
person 0.80233,834,371,881,444
person 0.62827,625,236,641,265
person 0.54571,615,323,654,383
person 0.52538,388,288,417,319
person 0.52327,412,290,440,324
person 0.50053,721,354,747,391
