object_probs,left,top,right,bottom
motorbike 0.96088,268,309,298,347
motorbike 0.69804,37,470,94,558
person 0.77142 motorbike 0.69146,320,265,340,301
person 0.90319 motorbike 0.65448,556,231,572,262
motorbike 0.50313,184,331,206,359
car 0.85597,60,357,182,454
car 0.63029,87,330,179,375
person 0.94978,181,308,205,350
person 0.90702,40,454,92,540
person 0.84443,120,495,175,585
person 0.82885,266,297,294,324
person 0.79180,365,250,387,284
person 0.67783,645,233,660,264
person 0.65158,613,197,624,218
person 0.64413,625,234,641,262
person 0.50044,601,235,619,258
