object_probs,left,top,right,bottom
motorbike 0.96211,867,405,948,463
motorbike 0.92495,707,386,767,436
motorbike 0.90072,268,325,326,367
motorbike 0.86418,615,310,639,351
motorbike 0.84323,579,287,603,330
motorbike 0.79886,958,474,1069,547
motorbike 0.70440,388,321,447,370
motorbike 0.66481,678,345,704,391
motorbike 0.61574,229,253,257,282
car 0.97885,474,329,586,433
car 0.52606,567,236,616,287
person 0.95171,274,307,322,359
person 0.84745,714,351,758,429
person 0.82815,878,373,923,448
person 0.77280,997,436,1048,522
