object_probs,left,top,right,bottom
motorbike 0.88886,142,353,171,391
person 0.73376 motorbike 0.84954,224,290,249,326
person 0.54840 motorbike 0.78188,168,291,193,325
motorbike 0.78134,225,307,249,335
car 0.99408,0,411,170,523
car 0.63227,799,595,1074,718
person 0.76829,645,231,663,266
person 0.76356,141,332,169,364
person 0.75105,262,271,283,305
person 0.73114,230,275,253,301
person 0.72595,625,233,645,264
person 0.69901,349,253,369,290
person 0.59432,250,272,270,301
person 0.57368,550,233,568,269
