object_probs,left,top,right,bottom
motorbike 0.93202,984,414,1075,484
motorbike 0.93109,760,388,823,441
motorbike 0.89312,176,331,246,377
motorbike 0.83213,551,288,576,332
motorbike 0.79855,605,304,628,341
motorbike 0.72327,641,291,661,321
motorbike 0.71668,632,361,675,414
motorbike 0.65179,577,266,604,300
motorbike 0.63812,118,269,149,302
motorbike 0.61479,692,356,736,410
person 0.57552,693,337,735,402
car 0.77291,592,222,635,252
car 0.69666,489,249,544,312
person 0.89258,632,341,671,403
person 0.79786,772,356,814,423
person 0.66837,1003,390,1054,471
person 0.66717,190,312,218,346
person 0.55651,779,356,808,397
person 0.50712,619,338,645,368
