object_probs,left,top,right,bottom
motorbike 0.82639,219,392,251,432
person 0.64064 motorbike 0.71839,307,290,333,328
motorbike 0.71236,310,308,332,335
person 0.90123 motorbike 0.69499,563,229,577,255
car 0.67873,0,391,108,546
car 0.63091,815,213,909,241
person 0.92754,215,358,252,419
person 0.78367,645,232,661,265
person 0.73963,253,311,278,346
person 0.72049,625,234,642,264
person 0.71320,302,269,326,303
person 0.68648,55,359,93,416
person 0.62585,601,236,619,259
person 0.56332,608,249,621,274
