object_probs,left,top,right,bottom
motorbike 0.91864,855,420,935,476
motorbike 0.91044,554,309,579,348
motorbike 0.86209,749,379,813,432
motorbike 0.85258,68,345,143,391
motorbike 0.83172,616,309,642,350
motorbike 0.72188,577,269,603,306
motorbike 0.63350,690,376,734,443
motorbike 0.58715,644,294,663,328
motorbike 0.52166,556,326,577,362
car 0.81090,594,225,632,253
car 0.72394,485,258,542,322
person 0.84525,690,364,730,426
person 0.78024,558,294,580,326
person 0.66879,755,356,803,422
person 0.61794,877,387,923,446
person 0.61758,84,327,112,364
person 0.58281,622,293,645,323
person 0.54866,855,397,927,465
person 0.50350,73,325,117,384
