object_probs,left,top,right,bottom
car 0.51887 truck 0.61355,70,339,185,451
motorbike 0.85610,272,309,301,344
motorbike 0.54439,42,487,105,550
person 0.90261 motorbike 0.50950,556,231,572,263
motorbike 0.50096,0,453,32,530
car 0.54066,813,212,909,242
person 0.89204,45,446,98,535
person 0.87819,187,307,214,349
person 0.84750,324,258,343,303
person 0.79857,370,249,388,282
person 0.75457,132,494,182,574
person 0.74430,272,293,299,326
person 0.65283,645,233,660,264
person 0.62014,613,197,624,218
person 0.60978,625,234,641,261
person 0.50769,607,250,620,273
