object_probs,left,top,right,bottom
motorbike 0.96007,906,400,994,466
motorbike 0.94068,553,289,576,327
motorbike 0.92594,237,324,299,370
motorbike 0.83350,602,293,623,323
motorbike 0.80460,676,345,706,389
motorbike 0.80238,642,289,660,318
motorbike 0.74763,721,377,769,428
motorbike 0.70388,579,253,600,284
motorbike 0.62365,607,339,644,397
motorbike 0.58974,614,366,643,403
motorbike 0.54613,601,351,626,388
motorbike 0.51052,76,287,118,317
car 0.62345,596,218,633,242
car 0.57570,494,244,548,301
car 0.57064,458,189,487,214
person 0.76815,924,382,974,448
person 0.73267,672,321,709,383
person 0.64416,246,309,275,344
person 0.60440,614,333,643,366
person 0.60314,727,361,771,423
person 0.58200,79,275,114,308
person 0.56206,685,316,709,348
person 0.54352,562,272,581,301
person 0.51070,238,306,284,362
