object_probs,left,top,right,bottom
truck 0.74720,648,533,1060,716
motorbike 0.93978,154,460,202,530
motorbike 0.91217,250,349,281,389
motorbike 0.88707,211,308,236,346
motorbike 0.81866,336,289,357,321
motorbike 0.79523,113,344,152,402
person 0.53167 motorbike 0.72507,298,249,313,274
motorbike 0.72386,85,456,132,528
motorbike 0.57587,268,312,302,345
motorbike 0.56810,34,286,76,323
car 0.89456,512,237,548,262
car 0.62308,546,208,585,238
car 0.54620,812,213,912,244
person 0.92686,153,423,197,495
person 0.87906,84,425,132,495
person 0.76040,252,327,279,371
person 0.70353,268,291,302,327
person 0.59688,326,253,343,280
person 0.54023,271,273,296,303
