object_probs,left,top,right,bottom
motorbike 0.90508,141,400,186,462
motorbike 0.89093,232,398,276,464
motorbike 0.86063,65,394,107,460
motorbike 0.81811,256,285,277,317
person 0.78501 motorbike 0.58694,319,266,342,302
motorbike 0.55497,26,376,67,434
car 0.86558,132,318,231,389
car 0.58607,812,212,911,241
person 0.96958,256,272,279,315
person 0.93629,234,380,274,447
person 0.85680,554,232,571,265
person 0.83501,64,383,106,454
person 0.80142,141,383,186,450
person 0.77075,608,200,621,221
person 0.75872,361,237,377,265
person 0.69632,626,233,642,262
person 0.69574,646,232,661,264
person 0.68620,607,249,620,275
person 0.56159,404,227,418,251
person 0.54808,625,248,639,277
person 0.50290,24,361,66,426
