object_probs,left,top,right,bottom
motorbike 0.92074,264,310,292,348
motorbike 0.84185,166,328,198,368
motorbike 0.80617,16,504,82,574
person 0.96014 motorbike 0.67617,312,265,333,304
motorbike 0.60334,266,327,290,358
car 0.90227,52,359,176,458
person 0.94877,556,230,572,262
person 0.93591,20,463,75,540
person 0.87228,167,310,196,351
person 0.86953,358,249,382,289
person 0.74386,98,514,155,603
person 0.68730,645,232,661,264
person 0.68700,625,234,642,262
person 0.66498,612,198,623,218
person 0.55776,264,299,288,322
person 0.54564,607,250,621,273
person 0.52029,600,236,619,257
