object_probs,left,top,right,bottom
motorbike 0.95235,828,407,905,462
motorbike 0.94818,96,344,173,388
motorbike 0.94632,552,309,578,347
motorbike 0.86422,670,379,716,437
motorbike 0.85947,732,363,791,422
motorbike 0.69700,578,271,602,304
motorbike 0.68797,612,308,638,349
motorbike 0.55870,162,267,193,297
motorbike 0.51444,643,294,660,326
car 0.85412,594,225,634,253
car 0.62302,487,252,544,318
person 0.80252,555,291,579,327
person 0.79337,672,359,713,428
person 0.77107,843,381,889,447
person 0.57404,110,321,147,380
