object_probs,left,top,right,bottom
motorbike 0.96614,840,425,925,485
motorbike 0.94342,113,349,182,390
motorbike 0.84468,726,361,777,420
motorbike 0.84222,646,337,686,391
motorbike 0.83949,626,288,649,326
motorbike 0.79188,290,340,361,401
motorbike 0.78719,592,330,619,364
motorbike 0.59851,302,247,328,270
person 0.57936,303,238,329,263
car 0.99003,520,358,672,477
car 0.80412,557,235,609,296
car 0.57753,1052,434,1079,509
person 0.91223,588,305,620,361
person 0.82803,856,381,908,474
person 0.77142,647,321,685,386
person 0.76069,129,324,175,377
person 0.62162,296,333,341,400
person 0.55455,627,229,645,263
