object_probs,left,top,right,bottom
motorbike 0.93225,292,353,321,385
motorbike 0.84418,124,376,152,409
motorbike 0.74091,224,354,253,391
motorbike 0.58693,0,374,26,444
motorbike 0.54614,94,350,123,384
car 0.63218,200,303,281,348
car 0.50119,225,270,280,297
person 0.93586,42,370,86,426
person 0.92454,308,256,324,285
person 0.79763,625,232,641,261
person 0.78211,291,321,325,377
person 0.71219,645,231,661,263
person 0.67822,606,247,618,274
person 0.63658,124,351,151,390
person 0.63630,223,334,252,367
person 0.61180,605,198,619,219
person 0.58648,549,234,567,266
person 0.50017,361,246,378,276
