object_probs,left,top,right,bottom
truck 0.90153,571,546,984,717
motorbike 0.75949,48,470,96,557
person 0.71638 motorbike 0.72477,314,291,340,329
motorbike 0.71727,75,379,117,434
motorbike 0.66744,105,492,157,580
motorbike 0.64802,188,326,213,363
motorbike 0.61875,1,285,50,327
motorbike 0.58260,231,369,260,407
motorbike 0.57113,183,308,220,361
motorbike 0.54535,316,307,339,336
motorbike 0.51191,247,312,276,346
car 0.88144,512,235,551,261
car 0.64277,549,209,584,238
car 0.57535,811,212,912,243
person 0.90216,49,454,94,539
person 0.82217,102,457,154,541
person 0.78659,250,288,278,327
person 0.68736,188,312,211,351
person 0.62165,310,256,326,283
person 0.56469,278,251,293,276
person 0.52825,287,252,304,281
person 0.51993,312,271,328,300
