object_probs,left,top,right,bottom
truck 0.69535,967,533,1079,706
motorbike 0.83860,267,370,296,410
motorbike 0.76591,183,395,214,431
motorbike 0.70879,609,605,709,672
person 0.71890 motorbike 0.62830,292,267,310,297
motorbike 0.52766,29,493,80,576
motorbike 0.52741,313,317,336,336
car 0.89435,511,235,549,260
car 0.81862,548,211,583,237
car 0.54889,596,209,638,234
person 0.96903,313,291,338,332
person 0.88681,181,357,216,418
person 0.84591,26,474,75,556
person 0.83062,231,291,260,332
person 0.81336,264,339,297,401
person 0.72659,343,252,367,287
person 0.57252,643,556,718,637
person 0.56540,266,338,292,370
