object_probs,left,top,right,bottom
motorbike 0.96985,851,405,928,458
motorbike 0.88484,613,310,638,350
motorbike 0.84722,934,473,1048,546
motorbike 0.82985,579,286,604,330
motorbike 0.82656,700,380,749,429
motorbike 0.78025,393,320,454,369
motorbike 0.77449,278,324,341,368
person 0.58171 motorbike 0.68825,220,257,252,284
motorbike 0.59358,666,345,694,383
car 0.98091,480,330,574,424
car 0.61437,566,227,616,276
person 0.95174,285,305,331,360
person 0.79011,699,357,748,425
person 0.76166,860,372,907,444
person 0.70311,402,302,447,363
