object_probs,left,top,right,bottom
motorbike 0.90321,243,348,270,386
person 0.78419 motorbike 0.79957,287,270,305,302
motorbike 0.79480,91,361,132,419
motorbike 0.78262,151,418,193,478
motorbike 0.70713,355,265,380,300
motorbike 0.65958,221,288,244,316
motorbike 0.57541,177,331,206,369
car 0.90909,509,235,550,262
car 0.84744,549,212,583,238
car 0.55150,593,221,639,272
person 0.91403,150,373,192,455
person 0.89561,221,273,244,308
person 0.87033,243,327,270,371
person 0.78753,250,291,273,324
person 0.67275,169,321,208,373
person 0.57707,98,355,125,386
person 0.54218,318,256,340,288
person 0.54175,360,255,380,287
person 0.52694,248,315,271,344
