object_probs,left,top,right,bottom
motorbike 0.84565,5,527,68,591
motorbike 0.76384,257,331,287,365
motorbike 0.63809,351,272,375,296
person 0.92512 motorbike 0.63804,557,230,572,260
motorbike 0.56961,157,322,185,369
car 0.92266,37,360,174,467
person 0.96125,308,267,330,307
person 0.90343,6,478,58,558
person 0.87750,352,251,376,291
person 0.82961,71,545,144,655
person 0.81738,254,306,290,362
person 0.72289,154,314,186,372
person 0.69869,646,232,661,264
person 0.69773,612,200,623,218
person 0.62088,625,235,641,262
person 0.60232,608,250,620,273
person 0.56458,602,236,618,258
