object_probs,left,top,right,bottom
truck 0.51322,594,225,639,272
motorbike 0.92031,161,460,205,526
motorbike 0.73488,253,352,279,386
motorbike 0.71026,120,343,157,401
person 0.69096 motorbike 0.70873,339,289,359,324
motorbike 0.68587,218,306,244,344
motorbike 0.64842,90,465,137,524
motorbike 0.53375,121,371,153,409
car 0.87734,511,237,549,262
car 0.53541,546,208,584,239
car 0.52272,813,212,911,245
person 0.95335,88,424,134,495
person 0.93971,160,420,204,493
person 0.81638,253,325,281,373
person 0.69165,329,253,345,279
person 0.64178,273,288,303,329
person 0.59987,297,241,314,264
person 0.50377,299,249,313,272
