object_probs,left,top,right,bottom
motorbike 0.94345,855,397,934,457
motorbike 0.89914,556,287,578,324
motorbike 0.84530,692,357,734,412
motorbike 0.81430,587,337,624,393
motorbike 0.73307,279,317,340,366
motorbike 0.67840,579,252,601,284
motorbike 0.64517,655,318,692,376
motorbike 0.61328,606,286,625,321
motorbike 0.57871,636,271,658,309
car 0.73074,496,243,550,300
car 0.70192,596,218,635,244
person 0.90874,590,319,624,384
person 0.85756,693,335,732,405
person 0.80684,282,302,329,359
person 0.68606,874,371,924,443
person 0.58530,596,315,620,348
person 0.54590,560,270,581,305
