object_probs,left,top,right,bottom
truck 0.52561,593,224,640,273
motorbike 0.76640,291,330,313,356
motorbike 0.66694,6,292,49,323
motorbike 0.60162,228,373,266,444
motorbike 0.56500,188,329,214,365
person 0.88752 motorbike 0.54677,288,309,314,348
motorbike 0.53527,460,650,561,719
person 0.83993 motorbike 0.50627,315,268,340,303
motorbike 0.50412,260,284,284,318
car 0.86740,512,235,549,260
car 0.60416,550,210,583,238
person 0.87951,227,363,264,431
person 0.86255,145,381,182,448
person 0.75644,492,603,568,682
person 0.75168,260,273,284,312
person 0.73109,188,310,216,353
person 0.62267,371,255,388,286
