object_probs,left,top,right,bottom
motorbike 0.87919,312,331,338,362
motorbike 0.78025,74,391,113,426
motorbike 0.68927,13,358,50,419
motorbike 0.67318,250,336,276,372
motorbike 0.60539,142,353,167,388
motorbike 0.53421,118,330,145,368
car 0.69735,814,213,909,241
car 0.57397,227,286,301,335
person 0.76525,75,356,109,390
person 0.74148,313,310,339,348
person 0.71248,73,359,114,415
person 0.69302,625,232,642,259
person 0.63792,645,231,661,263
person 0.60725,119,313,146,347
person 0.60416,323,250,338,276
person 0.58468,549,235,567,267
person 0.53194,375,238,390,261
person 0.51127,604,199,617,220
person 0.50376,17,352,43,387
