object_probs,left,top,right,bottom
motorbike 0.89592,221,398,259,462
motorbike 0.85445,254,286,274,319
motorbike 0.73733,288,333,310,359
motorbike 0.63339,182,326,209,366
motorbike 0.58159,312,290,336,318
motorbike 0.52102,139,434,173,473
car 0.87248,511,234,550,260
car 0.65220,549,210,584,238
person 0.93606,137,387,175,446
person 0.93350,221,374,259,450
person 0.91576,286,308,309,347
person 0.88728,311,270,336,306
person 0.77052,255,274,275,309
person 0.72551,181,314,205,350
person 0.59074,463,612,544,702
person 0.52074,368,254,386,287
person 0.51469,222,373,251,410
person 0.51294,371,267,387,298
