object_probs,left,top,right,bottom
motorbike 0.82289,238,343,267,390
motorbike 0.69154,147,417,189,481
motorbike 0.62137,86,378,128,430
motorbike 0.56485,350,265,375,301
motorbike 0.51301,319,266,339,297
person 0.75703 motorbike 0.51038,284,269,304,304
car 0.90641,509,236,550,262
car 0.85707,548,212,583,238
car 0.55375,425,626,634,716
car 0.53858,593,222,640,272
car 0.50781,812,213,909,243
person 0.75922,141,364,178,408
person 0.75638,248,293,271,326
person 0.69459,146,392,190,472
person 0.69079,163,321,201,374
person 0.66076,237,325,269,386
person 0.65224,318,257,338,288
person 0.64377,219,274,245,305
person 0.58111,87,354,112,388
