object_probs,left,top,right,bottom
motorbike 0.86505,250,288,273,315
person 0.84440 motorbike 0.69373,251,272,274,300
motorbike 0.66110,185,327,209,360
person 0.84621 motorbike 0.56212,204,271,226,304
car 0.99621,52,380,206,484
car 0.97315,950,555,1079,717
car 0.57791,814,212,910,243
person 0.89910,296,257,314,287
person 0.80430,625,232,644,265
person 0.77625,269,250,287,283
person 0.76597,645,231,662,267
person 0.75958,182,314,206,349
person 0.63250,549,234,568,269
person 0.53375,370,246,385,276
person 0.52275,586,230,604,257
