object_probs,left,top,right,bottom
motorbike 0.85036,279,372,311,408
motorbike 0.84509,13,394,62,464
person 0.73103 motorbike 0.82550,293,268,310,296
motorbike 0.78827,199,360,240,415
motorbike 0.71415,68,342,109,395
person 0.76311 motorbike 0.69301,349,250,369,282
car 0.67922,177,308,268,360
person 0.89565,15,383,62,450
person 0.82862,276,339,312,398
person 0.74082,625,233,640,260
person 0.70075,281,338,308,369
person 0.65281,198,347,238,407
person 0.64021,644,231,661,263
person 0.59303,217,272,253,298
person 0.59075,107,363,143,420
person 0.54583,605,248,618,275
person 0.52527,76,334,105,364
person 0.51622,606,197,620,219
person 0.51353,550,235,567,266
