object_probs,left,top,right,bottom
traffic light 0.56382,416,170,434,195
motorbike 0.94188,359,416,446,475
motorbike 0.93183,573,405,658,457
motorbike 0.89053,705,461,799,533
motorbike 0.79603,149,364,219,416
motorbike 0.52223,353,231,370,251
car 0.99835,49,405,289,526
car 0.88109,906,491,1079,656
car 0.72335,591,220,639,269
car 0.51681,594,212,638,236
person 0.73151,695,437,738,511
person 0.71227,718,439,762,515
person 0.68728,585,376,633,444
person 0.63688,157,343,197,405
person 0.62247,647,233,666,271
